Item_ID	Sentence	Pre	ParentString	WordAfterAll	ParentNode	GrammFunction	Objects	Head	RevisedPartitive	RevisedHead	BadNP	JFQ_Head	CndP_Head	Information_Head_3gram	Length_Head_3gram	FQ_Head	P_Head	NPNiteID	Partitive	CorrectedHead
134146:6	"and all wisconsin has probably the most extensive number of, uh, bike trails for recreational use of any of the states."	and	"and all wisconsin has probably the most extensive number of, uh, bike trails for recreational use of any of the states."	wisconsin	S	NP-SBJ		wisconsin				1	0.04	15.60889128	1	25	2.08e-05	sw3574_s45_501	no	wisconsin
134228:25	"but, i, um, tend to all the, planting the annuals and, and the spraying and, um, --n400217 taking care of them and maybe putting flowers in, you know, throughout that season, and later on maybe planting some mums and that kind of stuff and, um, any kind of decorating for the holidays, you know,"	to	"to all the, planting the annuals and, and the spraying and, um, --n400217 taking care of them and maybe putting flowers in, you know, throughout that season, and later on maybe planting some mums and that kind of stuff and, um, any kind of decorating for the holidays"	the	PP	NP	NP-OTHER	planting				1	0.083333333	16.73442216	1	12	1e-05	sw3576_s3_505	the	planting
134233:15	"but basically he does all the heavy stuff,"	does	does all the heavy stuff	the	VP	NP	NP-OBJ	stuff				76	0.090692124	10.48476997	1	838	0.000698695	sw3576_s6_504	the	stuff
134234:12	and i do all the fun stuff.	do	do all the fun stuff	the	VP	NP	NP-OBJ	stuff				76	0.090692124	10.48476997	1	838	0.000698695	sw3576_s7_503	the	stuff
134385:48	"on the other side of the house, though, that's where we have all the, the delicate flowers and the mums --n403418,"	have	"have all the, the delicate flowers and the mums --n403418"		VP	NP	NP-OBJ	flowers	the			1	0.025641026	14.94592627	1	39	3.25e-05	sw3576_s97_514	no	flowers
134488:20	"i get on a computer network all the time,"	network	get on a computer network all the time	the	VP	NP-TMP		time				146	0.077991453	9.324259938	1	1872	0.001560809	sw3580_s19_505	the	time
134489:42	"and people are talking about, about the current space program all the time."	program	"talking about, about the current space program all the time"	the	VP	NP-TMP		time				146	0.077991453	9.324259938	1	1872	0.001560809	sw3580_s20_511	the	time
134595:32	"but when they start --n402c1c showing the drawings and all that --n402c3b, i'm sure, you know, when they,"	and	the drawings and all that	that	NP	NP	NP-OTHER	that				106	0.004737218	5.74425372	1	22376	0.018656337	sw3580_s84_509	the	that
134612:88	"so did they scratch those, uh, that star wars deal, you know, they one we was all worried about russia and all that --n4030f0."	and	was all worried about russia and all that --n4030f0	that	VP	NP-ETC		that				106	0.004737218	5.74425372	1	22376	0.018656337	sw3580_s93_528	the	that
134752:45	"and as i look out the window of my trailer, i can envision all the insulation that --n400f6d's going up today."	envision	envision all the insulation that --n400f6d's going up today	the	VP	NP	NP-OBJ	insulation				1	0.166666667	17.87192569	1	6	5e-06	sw3584_s33_513	the	insulation
134954:65	"and then when i put the verandas whi-, which --n403f23 will be twelve feet out all the way around on the north, south and east sides --n403f6e that will define the shop."	out	"be twelve feet out all the way around on the north, south and east sides"	the	VP	NP	NP-OTHER	way				40	0.036199095	10.08532932	1	1105	0.000921311	sw3584_s145_524	the	way
135122:15	and then it keeps all the chemicals in balance.	keeps	keeps all the chemicals in balance	the	VP	NP	NP-OBJ	chemicals				1	0.076923077	16.60889128	1	13	1.08e-05	sw3586_s89_504	the	chemicals
135130:15	"and it would kill all the bacteria,"	kill	kill all the bacteria	the	VP	NP	NP-OBJ	bacteria				1	0.333333333	19.19385378	1	3	2.5e-06	sw3586_s93_504	the	bacteria
135131:18	and that would screw up all the chemical cycles again	up	screw up all the chemical cycles again	the	VP	NP	NP-OTHER	cycles				1	0.25	18.60889128	1	4	3.34e-06	sw3586_s94_505	the	cycles
135187:13	do you have all kinds of different fish	have	have all kinds of different fish	kinds	VP	NP	NP-OBJ	kinds	hyper	fish		59	0.453846154	13.18262653	1	130	0.00010839	sw3586_s125_503	no	fish
135657:52	"so you, you, you probably go everywhere and have all sorts of weather."	have	have all sorts of weather	sorts	VP	NP	NP-OBJ	sorts	hyper	weather		19	0.527777778	15.06457076	1	36	3e-05	sw3596_s20_517	no	weather
135666:189	"well, actually i'm, i'm, i've heard on the news that we, uh, will be setting a record --n400a69 here in the state of texas for the, uh, large amounts of rain and moisture we've had --n400ac4 this year, that it's going --n400ae7 to break all kind of records that --n400b0a were set, set, set --n400b31 back since nineteen thirty-two."	break	"break all kind of records that --n400b0a were set, set, set --n400b31 back since nineteen thirty-two"	kind	VP	NP	NP-OBJ	kind	hyper	records		36	0.016720855	9.122391419	1	2153	0.001795097	sw3596_s25_561	no	records
135712:42	"so i imagine you, uh, oh, with all this kind of weather it, uh, makes it kind of dangerous for you."	with	with all this kind of weather	this	PP	NP	NP-OTHER	kind	hyper	weather		36	0.016720855	9.122391419	1	2153	0.001795097	sw3596_s53_513	the	weather
135793:57	"in, uh in snowbird and solitude and and brighton and yes, all those areas."	yes	"snowbird and solitude and and brighton and yes, all those areas"	those	NP	NP	NP-OTHER	areas				5	0.042735043	13.33587279	1	117	9.76e-05	sw3596_s100_507	the	areas
136175:14	we've broken all sorts of records.	broken	broken all sorts of records	sorts	VP	NP	NP-OBJ	sorts	hyper	records		19	0.527777778	15.06457076	1	36	3e-05	sw3606_s138_504	no	records
136187:21	"you see it on the news all the time,"	news	see it on the news all the time	the	VP	NP-TMP		time				146	0.077991453	9.324259938	1	1872	0.001560809	sw3606_s146_506	the	time
136664:16	so he still likes all that kind of building stuff	likes	likes all that kind of building stuff	that	VP	NP	NP-OBJ	kind	hyper	stuff		36	0.016720855	9.122391419	1	2153	0.001795097	sw3615_s112_504	the	stuff
136725:41	but be very hard for me to sit down and watch a program all the way through without --n4043c1 doing something.	program	watch a program all the way through without --n4043c1 doing something	the	VP	NP	NP-IOBJ	way				40	0.036199095	10.08532932	1	1105	0.000921311	sw3615_s150_512	the	way
136903:16	"oh, i like all the nature things there are --n40244f to look at --n40246a, you know."	like	"like all the nature things there are --n40244f to look at --n40246a, you know"	the	VP	NP	NP-OBJ	things				56	0.03196347	9.419890413	1	1752	0.001460757	sw3628_s92_504	the	things
136995:53	"the only thing i've had --n400405 lately is, uh, my kids got all these barbie kind of toys for, uh, christmas"	got	"got all these barbie kind of toys for, uh, christmas"	these	VP	NP	NP-OBJ	kind	hyper	toys		36	0.016720855	9.122391419	1	2153	0.001795097	sw3633_s8_517	the	toys
137042:24	"camping on the beach, and all of these come with, oh, like tiny, tiny little plates and little sunglasses."	and	"camping on the beach, and all of these"	of	NP-SBJ	NP-SBJ	NP-OTHER	these				3	0.004261364	10.7364729	1	704	0.000586971	sw3633_s41_501	yes	these
137349:55	"and you just need --n4023e5 to take the little one. show them all the, all the pretties before they go away."	the	"show them all the, all the pretties"	the	VP	NP	NP-OTHER	pretties				1	1	20.19385498	1	1	8.34e-07	sw3636_s92_516	the	pretties
137445:44	"and then we went up the, the big sur highway all the way up to san francisco. and, uh, and then cut across through the wine country. and then went down to, to, uh, sequoia national park."	highway	"went up the, the big sur highway all the way up to san francisco"	the	VP	NP	NP-OTHER	way				40	0.036199095	10.08532932	1	1105	0.000921311	sw3636_s146_513	the	way
137454:60	"big sur highway, that's, uh, where you're pretty much in view of the ocean almost all the time --n403dab aren't you."	almost	almost all the time	the	NP-TMP	NP-TMP		time				146	0.077991453	9.324259938	1	1872	0.001560809	sw3636_s150_517	the	time
137562:55	"so, you know, so everybody has the feeling like we can go all the way to the super bowl,"	go	go all the way to the super bowl	the	VP	NP-ADV		way				40	0.036199095	10.08532932	1	1105	0.000921311	sw3638_s67_518	the	way
137948:18	so he's been there all the time.	there	been there all the time	the	VP	NP-TMP		time				146	0.077991453	9.324259938	1	1872	0.001560809	sw3646_s16_505	the	time
138270:24	"and, i used --n4035c1 to put all the stuff in my basement,"	put	put all the stuff in my basement	the	VP	NP	NP-OBJ	stuff				76	0.090692124	10.48476997	1	838	0.000698695	sw3651_s87_507	the	stuff
138334:8	then all the things you hear --n4006e5 about them.	then	then all the things you hear --n4006e5 about them.	the	FRAG	NP	NP-OTHER	things				56	0.03196347	9.419890413	1	1752	0.001460757	sw3655_s16_502	the	things
138372:78	"and, uh, i didn't notice it until this summer when i was working with her --n401270 that she would bend her wrist all the way, oh, not in a natural sh-, form."	wrist	"bend her wrist all the way, oh, not in a natural sh-, form"	the	VP	NP-ADV		way				40	0.036199095	10.08532932	1	1105	0.000921311	sw3655_s41_525	the	way
138381:15	wrapping her arm all the way around.	arm	wrapping her arm all the way around	the	VP	NP	NP-IOBJ	way				40	0.036199095	10.08532932	1	1105	0.000921311	sw3655_s47_505	the	way
138466:116	"i don't know how, uh, people, uh, that --n40311d have young kids working work full time and, and do it, really, without --n403170 being stressed out all the time --n40318f."	out	being stressed out all the time	the	VP	NP-TMP		time				146	0.077991453	9.324259938	1	1872	0.001560809	sw3655_s97_536	the	time
138642:26	"but, uh, i strongly believe that all children have a right to immunization, glasses, hearing aids, basic health benefits."	that	"that all children have a right to immunization, glasses, hearing aids, basic health benefits"	children	SBAR	NP-SBJ		children				7	0.014925373	11.32348906	1	469	0.000391036	sw3658_s75_507	no	children
138650:17	"uh, we had all our flu shots --n402ff7 taken care of --n40300a, our measles, mumps, rubella and all that other stuff."	had	"had all our flu shots --n402ff7 taken care of --n40300a, our measles, mumps, rubella and all that other stuff"	our	VP	NP-SBJ-N40300A	NP-OBJ	shots				2	0.153846154	16.60889128	1	13	1.08e-05	sw3658_s82_505	the	shots
138650:63	"uh, we had all our flu shots --n402ff7 taken care of --n40300a, our measles, mumps, rubella and all that other stuff."	and	"our measles, mumps, rubella and all that other stuff"	that	NP-N402FF7	NP-N402FF7	NP-OTHER	stuff				76	0.090692124	10.48476997	1	838	0.000698695	sw3658_s82_512	the	stuff
138668:13	thirty-one percent of all texas children do not have insurance and are not on medicaid.	of	of all texas children	texas	PP	NP	NP-OTHER	children				7	0.014925373	11.32348906	1	469	0.000391036	sw3658_s95_504	no	children
138813:29	"he's telling me about good profit sharing and all that,"	and	good profit sharing and all that	that	NP	NP	NP-OTHER	that				106	0.004737218	5.74425372	1	22376	0.018656337	sw3660_s85_506	the	that
138879:51	so it --n4041bc's hard for me to remember where i was --n4041e7 when all that happened --n4041fe.	when	when all that happened --n4041fe	that	SBAR-TMP	NP-SBJ		that				106	0.004737218	5.74425372	1	22376	0.018656337	sw3660_s133_520	the	that
138973:38	it --n40122b's kind of nice to have it dry all the ground out before it rains again.	dry	dry all the ground out before it rains again	the	VP	NP	NP-OBJ	ground				1	0.015625	14.21657386	1	64	5.34e-05	sw3663_s44_514	the	ground
139190:36	"and we managed --n400962 to come out, uh, losers all the way around."	losers	"come out, uh, losers all the way around"	the	VP	NP	NP-OTHER	way				40	0.036199095	10.08532932	1	1105	0.000921311	sw3680_s11_511	the	way
139395:83	"and it turns out great, because i mean, you've got like hot sauce and taco meat and barbecue and, you know, bacon and all that good stuff."	and	"hot sauce and taco meat and barbecue and, you know, bacon and all that good stuff"	that	NP	NP	NP-OTHER	stuff				76	0.090692124	10.48476997	1	838	0.000698695	sw3682_s55_515	the	stuff
140117:51	"oh, i just can't do those, and the lizards and the all those those things,"	the	"those, and the lizards and the all those those things"		NP	NP	NP-OTHER	things	the			56	0.03196347	9.419890413	1	1752	0.001460757	sw3691_s106_506	no	things
140749:35	"so, and he chews on plants and all that,"	and	chews on plants and all that	that	VP	NP-ETC		that				106	0.004737218	5.74425372	1	22376	0.018656337	sw3707_s62_510	the	that
140781:51	"but we can't bear --n402a4b to do anything because she's been our friend for all these years,"	for	for all these years	these	PP-TMP	NP	NP-OTHER	years				12	0.010425717	10.02643564	1	1151	0.000959664	sw3707_s80_516	the	years
140785:21	"so we're putting up with all her accidents,"	with	with all her accidents	her	PP	NP	NP-OTHER	accidents				2	0.25	17.38649886	1	8	6.67e-06	sw3707_s82_506	the	accidents
141017:19	"you fit it in with all that, that."	with	"with all that, that"		PP	NP	NP-OTHER	that				106	0.004737218	5.74425372	1	22376	0.018656337	sw3720_s93_506	no	that
142105:20	we thought even with all the cold weather weather we have had --n40393a they have been blooming just fine.	with	with all the cold weather weather we have had --n40393a	the	PP	NP	NP-OTHER	weather				2	0.015625	13.20516909	1	128	0.000106722	sw3746_s117_507	the	weather
142177:53	"but uh, even my first, uh, eight or nine years of working, i camped almost all of the time because i was in construction."	almost	almost all	of	NP	NP-TMP	NP-OBJ	time				146	0.077991453	9.324259938	1	1872	0.001560809	sw3750_s15_511	yes	time
142239:26	"but, uh, you know, now all my life is more like camping than not camping really."	now	"but, uh, you know, now all my life is more like camping than not camping really."	my	S			life				12	0.042553191	12.05942746	1	282	0.000235122		the	life
142286:128	"and, uh, you know i just had this place you know to shower up while i was you know out here, you know, --n4022d3 putting up fence and building a driveway and drilling a well and all that stuff you have --n402322 to do --n402331 before you can even put a house in you know."	and	putting up fence and building a driveway and drilling a well and all that stuff you have --n402322 to do --n402331 before you can even put a house in you know	that	VP	NP-ETC	NP-OTHER	stuff				76	0.090692124	10.48476997	1	838	0.000698695	sw3750_s76_543	the	stuff
142370:42	and she made a deal --n403a5c with my dad that she would take all the dogs with her when she went --n403a9f dog showing --n403aae.	take	take all the dogs with her when she went --n403a9f dog showing --n403aae	the	VP	NP	NP-OBJ	dogs				1	0.012195122	13.85400378	1	82	6.84e-05	sw3750_s129_513	the	dogs
142538:14	"but we had all this trim to paint --n402472, and lots of it."	had	"had all this trim to paint --n402472, and lots of it"	this	VP	NP	NP-OBJ	trim				3	0.15	15.94592627	1	20	1.67e-05	sw3756_s84_503	the	trim
142573:39	and literally i wouldn't have done it with the scaffolds because all the places that i had left --n402c8b for him were above huge humongous cactus	because	because all the places that i had left --n402c8b for him were above huge humongous cactus	the	SBAR-PRP	NP-SBJ	NP-OTHER	places				15	0.071090047	12.47960826	1	211	0.000175925	sw3756_s105_511	the	places
142640:14	and she wrung all that stuff up and made a mistake on the price of the paint	wrung	wrung all that stuff up	that	VP	NP	NP-OBJ	stuff				76	0.090692124	10.48476997	1	838	0.000698695	sw3756_s140_505	the	stuff
142853:51	"well, i just oh, i have so many mixed emotions about all this."	about	about all this	this	PP	NP	NP-OTHER	this				25	0.009412651	8.819357636	1	2656	0.002214481	sw3763_s104_516	the	this
143239:69	"and, uh, you know, everybody says, you know, how many houses --n400ee0 are on the market and all that kind of thing"	and	how many houses --n400ee0 are on the market and all that kind of thing	that	NP	NP	NP-OTHER	kind	hyper	thing		36	0.016720855	9.122391419	1	2153	0.001795097	sw3773_s36_512	the	thing
143402:93	"but you know, it's until then, it --n403447's, uh, oh, a little stressful, you know, just looking all the time and that sort of thing."	looking	looking all the time	the	VP	NP-TMP		time				146	0.077991453	9.324259938	1	1872	0.001560809	sw3773_s113_531	the	time
143418:112	"there's, uh, seems like there's more constraints more things that she thinks about --n403b3a. you know, openness, uh, the size of the kitchen and all this kind of stuff that i would probably gloss over --n403ba5 and, maybe even ignore --n403bc0, you know."	and	"openness, uh, the size of the kitchen and all this kind of stuff that i would probably gloss over --n403ba5 and, maybe even ignore --n403bc0"	this	NP	NP-PRD	NP-OTHER	kind	hyper	stuff		36	0.016720855	9.122391419	1	2153	0.001795097	sw3773_s123_515	the	stuff
143556:39	"and, uh, i think certain techniques and technologies will influence all of that as well as research, uh, uh, of the sort that people like me do --n401cef looking at theories of behavior and how they can be used --n401d26 --n401d2d to improve performance, particularly, uh, accelerate the, the pace of learning --n401d70."	influence	"influence all of that as well as research, uh, uh, of the sort that people like me do --n401cef looking at theories of behavior and how they can be used --n401d26 --n401d2d to improve performance, particularly, uh, accelerate the, the pace of learning --n401d70"	of	VP	NP	NP-OBJ	that				106	0.004737218	5.74425372	1	22376	0.018656337	sw3776_s41_509	yes	that
143727:21	"i try --n401a8b to keep all my receipts and keep them in someplace where i know that the bill's going --n401ada to come --n401ae9,"	keep	keep all my receipts	my	VP	NP	NP-OBJ	receipts				1	1	20.19385498	1	1	8.34e-07	sw3781_s60_508	the	receipts
144511:73	"but, uh, uh, i know that, uh, in some of these larger cities they're passing out free syringes and all of that sort of thing to prevent, you know, so that, uh, the drug addicts won't be getting dirty needles and everything."	and	free syringes and all of that sort of thing	of	NP	NP	NP-OTHER	sort	hyper	thing		7	0.013035382	11.12776459	1	537	0.000447732	sw3798_s89_517	yes	thing
144762:48	"well, with all the, uh, central expressway, uh, with all the stores and the, uh, restaurants and the uh, convenience stores and all that kind of stuff, it's just prime pickings for people driving by."	with	"with all the stores and the, uh, restaurants and the uh, convenience stores and all that kind of stuff"	the	PP	NP	NP-OTHER	stores				1	0.043478261	15.73442216	1	23	1.92e-05	sw3801_s39_512	the	stores
144762:89	"well, with all the, uh, central expressway, uh, with all the stores and the, uh, restaurants and the uh, convenience stores and all that kind of stuff, it's just prime pickings for people driving by."	and	"all the stores and the, uh, restaurants and the uh, convenience stores and all that kind of stuff"	that	NP	NP	NP-OTHER	kind	hyper	stuff		36	0.016720855	9.122391419	1	2153	0.001795097	sw3801_s39_512	the	stuff
145023:44	"so, they certainly, uh, they certainly deserve it all the way."	it	deserve it all the way	the	VP	NP-ADV		way				40	0.036199095	10.08532932	1	1105	0.000921311	sw3809_s58_513	the	way
145025:31	"you see, uh, more and more ladies of all ages with briefcases and, uh, and in their business suits and and going."	of	of all ages	ages	PP	NP	NP-OTHER	ages				4	0.173913043	15.73442216	1	23	1.92e-05	sw3809_s60_508	no	ages
145356:35	"so i, uh, basically just got rid --n400464 of all of them."	of	of all of them	of	PP	NP	NP-OTHER	them				22	0.008261359	8.815558926	1	2663	0.002220318	sw3821_s9_509	yes	them
145686:30	"it was pretty serious and lot of yelling and all that,"	and	pretty serious and lot of yelling and all that	that	UCP-PRD	NP	NP-OTHER	that				106	0.004737218	5.74425372	1	22376	0.018656337	sw3825_s53_509	the	that
145694:28	they had a nice dinner planned --n40235a and all of that stuff	and	planned --n40235a and all of that stuff	of	VP	NP-ETC	NP-OTHER	stuff				76	0.090692124	10.48476997	1	838	0.000698695	sw3825_s59_508	yes	stuff
145866:54	"and they, uh, you know, we, we had all the benefits there"	had	had all the benefits there	the	VP	NP	NP-OBJ	benefits				2	0.026666667	13.98440042	1	75	6.25e-05	sw3830_s60_518	the	benefits
146021:63	"and they got so good, i mean, like two dollars for a prescription no deductible on the medical, all these things, you know"	medical	"two dollars for a prescription no deductible on the medical, all these things"	these	NP	NP	NP-OTHER	things				56	0.03196347	9.419890413	1	1752	0.001460757	sw3830_s147_509	the	things
146102:13	"but i have all these friends that wherever you go --n401033, they, --n40104e they sit down and the next thing you know --n401081, --n40108c they pull out of their, uh, bags some, their most recent, uh, needle craft"	have	"have all these friends that wherever you go --n401033, they, --n40104e they sit down and the next thing you know --n401081, --n40108c they pull out of their, uh, bags some, their most recent, uh, needle craft"	these	VP	NP	NP-OBJ	friends				4	0.024691358	12.8629369	1	162	0.00013507	sw3838_s36_503	the	friends
146357:22	but that's the way all shows are --n401b88 now.		all shows are --n401b88 now	shows	SBAR	NP-SBJ		shows				4	0.043956044	13.70200069	1	91	7.59e-05	sw3850_s72_508	no	shows
146556:54	"and, uh, i know that the cheerful pleasant people who --n40171b treat her kindly make all the difference in the world in how she feels --n40175a about, uh, her situation."	make	"make all the difference in the world in how she feels --n40175a about, uh, her situation"	the	VP	NP	NP-OBJ	difference				1	0.007518797	13.14945966	1	133	0.000110891	sw3862_s43_516	the	difference
146574:27	they they do all sorts of things		do all sorts of things	sorts	VP	NP	NP-OTHER	sorts	hyper	things		19	0.527777778	15.06457076	1	36	3e-05	sw3862_s54_509	no	things
146718:42	plus you have --n401d0d to have a place --n401d28 to store all of it --n401d43	store	store all of it --n401d43	of	VP	NP	NP-OBJ	it				14	0.000641878	5.781151632	1	21811	0.018185259	sw3876_s52_515	yes	it
146946:16	"well, i need all the height i can get --n11260."	need	need all the height i can get --n11260	the	VP	NP	NP-OBJ	height				1	0.5	20.19385378	1	2	1.67e-06	sw3883_s37_504	the	height
147218:86	"and i think that, that more and more it --n40333e's becoming apparent to people that the earth, which --n40336d includes all the people on it and everything that --n403398's going on it, is a, is an organism of sorts, and that there is a, a whole set of organic relationships that if we start --n403423 to destroy one part of it, --n403446 it's going --n403459 to tell us about it,"	includes	includes all the people on it and everything that --n403398's going on it	the	VP	NP	NP-OBJ	people				36	0.015880018	9.047921636	1	2267	0.001890146	sw3887_s80_529	the	people
147272:53	"she, even though she is a hundred and two, she still has all of her faculties."	has	has all of her faculties	of	VP	NP	NP-OBJ	faculties				1	0.5	20.19385378	1	2	1.67e-06	sw3902_s16_515	yes	faculties
147309:60	and then she's got a lot of family --n4012d6 there and that --n4012e9 go and see her all of the time	her	go and see her all of the time	of	VP	NP-TMP	NP-IOBJ	time				146	0.077991453	9.324259938	1	1872	0.001560809	sw3902_s42_520	yes	time
147359:22	"of course, i guess all nursing homes there is"	guess	all nursing homes there is	nursing	SBAR	NP-SBJ	NP-OTHER	homes				2	0.026666667	13.98440042	1	75	6.25e-05	sw3902_s80_507	no	homes
147854:89	"and then they also, you know, ask can we eliminate, do you think we could make laws --n40338f to eliminate all corruption,"		eliminate all corruption	corruption	VP	NP	NP-OTHER	corruption				2	0.333333333	17.87192569	1	6	5e-06	sw3925_s90_532	no	corruption
147951:70	"but, you know, the, uh, dallas opera now has, uh, super titles on, on all their performances i think --n4011cf."		on all their performances	their	PP	NP	NP-OTHER	performances				1	0.2	18.19385378	1	5	4.17e-06	sw3962_s27_519	the	performances
148012:35	"so, uh, um, i try --n40219b to enjoy all of it."	enjoy	enjoy all of it	of	VP	NP	NP-OBJ	it				14	0.000641878	5.781151632	1	21811	0.018185259	sw3962_s62_509	yes	it
148080:55	"but if i get involved --n403711 in one of those things, i end up --n40373c spending all my money on on music."	spending	spending all my money on on music	my	VP	NP	NP-OBJ	money				27	0.04313099	10.9061414	1	626	0.000521937	sw3962_s104_518	the	money
148159:32	"but we went to the ski show and looked at all of the resort information, picked up a lot of brochures and just decided --n10ff2 to go to crested butte."	at	at all of the resort information	of	PP	NP	NP-OTHER	information				8	0.096385542	13.83630178	1	83	6.92e-05	sw3983_s32_508	yes	information
148216:17	"and then it has all of the patterns and instructions that you would need --n11f3d --n11f44 to make a wood project, and, and then how to paint it with the tole paintings --n11f97,"	has	"has all of the patterns and instructions that you would need --n11f3d --n11f44 to make a wood project, and, and then how to paint it with the tole paintings --n11f97"	of	VP	NP	NP-OBJ	patterns				1	0.076923077	16.60889128	1	13	1.08e-05	sw3983_s66_505	yes	patterns
148424:40	"and i played in the, in the jazz combo all four years."	combo	"played in the, in the jazz combo all four years"	four	VP	NP-TMP		years				12	0.010425717	10.02643564	1	1151	0.000959664	sw3988_s56_511	no	years
148841:63	"uh, like i say, i've made a couple of calls to texas, and just talked to all different kinds of people"	to	to all different kinds of people	different	PP		NP-OTHER	kinds	hyper	people		59	0.453846154	13.18262653	1	130	0.00010839		no	people
149110:87	"like a lot of the, um, you know, a lot of the english as a second language classes will have people from all sorts of, you know, parts of the world,"	from	"from all sorts of, you know, parts of the world"	sorts	PP	NP	NP-OTHER	sorts	hyper	parts		19	0.527777778	15.06457076	1	36	3e-05	sw4008_s55_527	no	parts
149355:26	"so, he was just chained --n40229c up all the time,"	up	chained --n40229c up all the time	the	VP	NP-TMP		time				146	0.077991453	9.324259938	1	1872	0.001560809	sw4019_s84_507	the	time
149818:30	there are times when you can't avoid all that --n4028c7	avoid	avoid all that --n4028c7	that	VP	NP	NP-OBJ	that				106	0.004737218	5.74425372	1	22376	0.018656337	sw4023_s67_511	the	that
149963:22	"even, all the, all the warranties were out."	the	"all the, all the warranties"	the	NP-SBJ	NP-SBJ		warranties				1	0.166666667	17.87192569	1	6	5e-06	sw4026_s16_502	the	warranties
149978:22	"so we had --n400a81 to buy all those, too."	buy	buy all those	those	VP	NP	NP-OBJ	those				7	0.006660324	10.15768017	1	1051	0.000876288	sw4026_s27_507	the	those
149989:47	and when you get the product --n400dc7 it ends up --n400dda being toxic and all these warnings.	and	toxic and all these warnings	these	UCP-PRD	NP	NP-OTHER	warnings				1	0.2	18.19385378	1	5	4.17e-06	sw4026_s34_516	the	warnings
150001:27	"it --n4011d0 was within two days that all three of these stopped --n4011ff working,"	that	that all three of these stopped --n4011ff working	three	SBAR-N4011D0	NP-SBJ-N4011FF	NP-OTHER	three	yes	those		10	0.014925373	10.80799138	1	670	0.000558623	sw4026_s43_509	no	those
150011:41	"so it was about, almost three hundred dollars for all three of them."	for	for all three of them	three	PP	NP	NP-OTHER	three	yes	them		10	0.014925373	10.80799138	1	670	0.000558623	sw4026_s49_511	no	them
150102:13	seems like all the good logical ideas take forever --n403574 to come about	like	like all the good logical ideas take forever --n403574 to come about	the	SBAR	NP-SBJ-N403574		ideas				2	0.1	15.94592627	1	20	1.67e-05	sw4026_s112_505	the	ideas
150105:28	"well, they do the, all the testing that we have --n403660 to do --n40366f through the government,"	the	"do the, all the testing that we have --n403660 to do --n40366f through the government"	the	VP	NP	NP-OTHER	testing				2	0.01980198	13.54999759	1	101	8.42e-05	sw4026_s114_508	the	testing
150206:178	"but if you, you know, have a family and, and, um, everybody's gone to different doctors, uh, it --n401f49 is hard to give up somebody who you feel --n401f7c knows you and your body and your, just has, you know, all the medical history"	know	"has, you know, all the medical history"	the	VP	NP	NP-OTHER	history				2	0.05	14.90845156	1	40	3.34e-05	sw4028_s56_559	the	history
150658:81	"but a lot of the times, i, you know, i wish i had the time to read all the stories in the newspaper --n4031ca,"	read	read all the stories in the newspaper --n4031ca	the	VP	NP	NP-OBJ	stories				3	0.068181818	14.76758903	1	44	3.67e-05	sw4033_s77_528	the	stories
150678:44	"you know, we just don't want --n403b1e to hear every night all the killings that --n403b45 went on here in dallas"	night	hear every night all the killings that --n403b45 went on here in dallas	the	VP	NP	NP-OTHER	killings				1	1	20.19385498	1	1	8.34e-07	sw4033_s88_514	the	killings
150993:13	so they ask all kinds of wild questions.	ask	ask all kinds of wild questions	kinds	VP	NP	NP-OBJ	kinds	hyper	questions		59	0.453846154	13.18262653	1	130	0.00010839	sw4038_s46_503	no	questions
151431:148	"uh, i really think it should be, except as i've mentioned twice now, in the specified industries or, or jobs, because there are certain things where it --n4043cb's just vital that a person is clear minded at all times --n404402."	at	at all times	times	PP-TMP	NP	NP-OTHER	times				6	0.01744186	11.77178902	1	344	0.000286815	sw4049_s79_549	no	times
151509:20	they --n400d91 show up and all their kids.	and	and all their kids	their	NAC-N400D91	NP	NP-OTHER	kids				16	0.020356234	10.57730494	1	786	0.00065534	sw4050_s36_507	the	kids
151515:22	"and they --n400f84 show up and all their kids,"	and	and all their kids	their	NAC-N400F84	NP	NP-OTHER	kids				16	0.020356234	10.57730494	1	786	0.00065534	sw4050_s42_507	the	kids
151610:22	"but most of, all my family lives like in the same county"	of	"but most of, all my family lives like in the same county"		S	NP-SBJ		family	the			6	0.012345679	11.27201284	1	486	0.00040521	sw4050_s100_507	no	family
151625:109	"our family ranges from, oh, goodness, well, australia, i have a brother lives in australia, to, uh, boise, idaho, and, and, uh, all kinds of places."	uh	"boise, idaho, and, and, uh, all kinds of places"	kinds	NP	NP	NP-OTHER	kinds	hyper	places		59	0.453846154	13.18262653	1	130	0.00010839	sw4050_s109_520	no	places
151819:42	"and we, uh, we also, uh, carry all our equipment with us"	carry	carry all our equipment with us	our	VP	NP	NP-OBJ	equipment				5	0.104166667	14.63926493	1	48	4e-05	sw4055_s20_511	the	equipment
151946:23	"of course, we see smaller animals all the time,"	animals	see smaller animals all the time	the	VP	NP-TMP		time				146	0.077991453	9.324259938	1	1872	0.001560809	sw4055_s99_506	the	time
151947:83	"and, uh, one thing that --n402f26 is a big concern in the evening, at night, uh, is, uh, make sure that all the food's put --n402f95 away and so forth because, uh, we have, uh, armadillos."	that	that all the food's put --n402f95 away and so forth	the	SBAR	NP-SBJ-N402F95		food				2	0.019047619	13.49341406	1	105	8.75e-05	sw4055_s100_523	the	food
